pid,ECategory,Event,ELevel
406178,cultural,attended a cultural acitivities in national integration camp (nic) from ncc,national
410014,sports,intermidiate drawing exam,school
406182,others,science exhibitions,school
404026,sports,kho kho,school
404026,games,kabaddi,school
404026,cultural,racing,school
404026,hobbies,relay race,school
404026,others,science quiz competition,school
241998,sports,cricket,school
241998,cultural,drama,school
241998,hobbies,"cricket, music, acting",
241998,sports,running,school
241998,games,football,school
241998,cultural,group dance,school
241998,sports,cricket,school
241998,cultural,drama,school
241998,others,"cricket, music, acting",
241998,hobbies,cricket,
241998,others,travelling and playing games.,
410542,sports,,
410542,games,,
410542,cultural,,
410542,hobbies,portrait artist,school
410542,others,,
408514,cultural,singing,school
408514,hobbies,musician,school
404254,sports,volleyball,school
410038,sports,running,district
410038,games,taikondo,state
410038,cultural,marathon running,school
410038,hobbies,running,district
410038,others,athletics,school
241998,cultural,art,state
241998,hobbies,"dance,kathak",school
241998,others,"road safety patrol marching,dr.homi bhabha bal vaidnyanik merit,australian national chemistry quiz,maharshtra state scholarship exam",
241998,sports,cricket,school
241998,hobbies,sports,
408056,hobbies,dance,
404014,cultural,art,state
404014,hobbies,"dance,kathak",school
404014,others,"road safety patrol marching,dr.homi bhabha bal vaidnyanik competition merit,australian national chemistry quiz,maharashtra state scholarship merit",
410512,sports,running,school
410512,games,kho-kho,
410512,others,sports,
410554,sports,running,school
410554,games,football,school
410554,cultural,group dance,school
402178,sports,chess,district
402178,games,football,school
402178,cultural,badminton,
402178,hobbies,throwball,
408042,sports,cricket,district
402508,sports,football,school
402508,games,table tennis,district
402508,cultural,singing,school
402508,others,intercollege technical fest,state
241998,others,quard torque ,
compedition of making quard bike in bijnor up,,,
408018,sports,cricket,school
402224,sports,volleyball,school
402224,games,cricket,school
241998,sports,school level sports,school
241998,games,no,
241998,cultural,no,
241998,hobbies,cycling,school
241998,others,playing any kind of sports.,
241998,others,participated quiz competition at pravin patil college,
,,,
participated quiz competition on electrical engineering at ac patil college of engineering,school,,
241998,hobbies,i enjoy listening and try producing music.,
410530,others,participated in competition of making quard bike held in bijnor uttarpradesh,national
402134,sports,badminton,school
402134,games,carrom,school
402134,hobbies,cycling,district
410546,others,technical quizz,
241998,sports,,
241998,games,chess competition,school
241998,cultural,coloring competition,school
241998,hobbies,reading,school
241998,others,,
404156,sports,cricket,school
404156,games,kabaddi,school
404156,hobbies,listning history,national
406096,sports,no,
406096,games,kho kho,school
406096,cultural,intermediate drawing,state
406096,hobbies,drawing,state
406096,others,no,
402528,sports,karate,school
402528,hobbies,digital art,school
410514,sports,,
410514,games,chess competition,school
410514,cultural,coloring competition,school
410514,hobbies,reading,school
410514,others,,
406140,sports,kabadi,district
406140,games,cricket,school
406140,cultural,kho kho,school
408086,sports,basket ball,school
408086,cultural,classical dance,school
408086,hobbies,"dancing, reading and traveling",school
410538,sports,cricket,school
406530,sports,football,school
406530,games,cricket,school
406506,others,quize,state
410012,sports,cricket,school
410012,games,wollyball,school
406048,sports,kabbadi,school
406048,games,basketball,school
241998,sports,cricket,school
241998,hobbies,drawing,state
410562,sports,kabaddi,district
410562,cultural,gathering decoration head at government polytechnic mumbai,
410562,hobbies,playing games,
241998,sports,played football from school,school
241998,games,have won some trophies with school,
241998,others,i have a great passion for dance and performed in inter school dance competitions,
also,,,
406540,hobbies,drawing,school
408008,hobbies,dancing,district
410566,sports,swimming,state
410528,sports,kabaddi,school
410528,games,cricket,school
410502,others,quad bike competition,national
406126,sports,cricket,school
408036,hobbies,kabbaadi,school
406052,sports,cricket,school
406536,sports,hockey,school
406524,hobbies,swimming,school
408094,sports,football,district
408094,hobbies,dancing,district
402070,hobbies,badminton,
402070,others,table tenis,
241998,sports,1)winner of 100 meters running race,school
241998,games,1)100 meters running race,
2)relay,district,,
241998,cultural,1)singing,
2)member of the school choir,,,
,,,
,school,,
241998,hobbies,1)singing,
2)playing guitar,,,
241998,others,1)winner of spelling bee competition,
2)merit holder of scholarship in 4th and 7th std.,,,
3)merit holder of the homi bhabha bal vaidnyanik competition.,,,
4)participation in science exhibition.,,,
3)member of the platoon of the road safety patrol(rsp) and participation in marching rallies all over mumbai,,,
5)secured an a grade in intermediate drawing examination,,,
6)completed the mad scientist course powered by nasa,,,
7)completed a course on computer concepts powered by nielit,,,
,,,
404216,sports,winner of 100 meters running race,school
404216,games,1)100 meters running race,
2)relay,district,,
404216,cultural,1)singing,
2)member of the school choir,school,,
404216,hobbies,1)singing,
2)playing guitar,,,
404216,others,1)winner of spelling bee competition,
2)merit holder of scholarship in 4th and 7th std.,,,
3)merit holder of the homi bhabha bal vaidnyanik competition.,,,
4)participation in science exhibition.,,,
5)member of the platoon of the road safety patrol(rsp) and participation in marching rallies all over mumbai,,,
6)secured an a grade in intermediate drawing examination,,,
7)completed the mad scientist course powered by nasa,,,
8)completed a course on computer concepts powered by nielit,,,
,state,,
406012,sports,football,school
406012,hobbies,drawing,school
402144,games,cricket,district
241998,sports,football,school
241998,hobbies,playing football,school
402066,sports,football,school
402066,hobbies,playing foot ball,school
408098,cultural,take part in safety drive,school
408098,hobbies,"football, cricket",school
402220,sports,football,district
402220,games,chess,district
402220,others,debate,school
241998,sports,..,
241998,games,..,
402120,sports,none,
402120,games,none,
402120,cultural,none,
402120,hobbies,none,
402120,others,none,
406522,sports,"cricket,football",school
406522,hobbies,"drwaing,gyming",school
406082,sports,kabbadi,district
406082,cultural,dance,district
406082,hobbies,dancing,district
406152,sports,chess,school
241998,hobbies,"reading books,chatting",
241998,others,experience in electrical panel installation,district
410518,hobbies,"chatting,playing carrom, travelling",
410518,others,internship completion at industrial switchgear and controls bombay private limited.,
406520,sports,ethical hacking and cyber security,national
406520,games,a brief overview on data mining survey,
,national,,
404052,games,call of duty,
404052,hobbies,swimming playing games,
241998,sports,football and cricket player,school
241998,cultural,"tabla player , pianist aand other instruments",state
241998,hobbies,music production,
241998,cultural,dance,school
241998,hobbies,oratory,school
241998,others,debates,
406056,hobbies,reading,
406056,others,listening to music,
406074,sports,cricket football,school
406074,games,chess,school
241998,sports,football,state
241998,games,chess,school
241998,cultural,carrom,school
241998,hobbies,basketball,
241998,others,elocution,school
406110,sports,football,school
406110,games,counter strike,school
402172,sports,nil,
402172,games,nil,
402172,cultural,nil,
402172,hobbies,cricket,school
402172,others,karate,
410522,sports,no,
410522,games,no,
410522,cultural,no,
410522,hobbies,photography,
406094,sports,no,
406094,games,no,
406094,cultural,no,
406094,hobbies,no,
406094,others,no,
410006,sports,cricket,school
406150,sports,kabbadi,school
406150,games,throw ball,school
406150,hobbies,listening music,
241998,sports,cricket,school
241998,games,football,school
241998,sports,kabaddi,school
241998,games,cricket,school
241998,cultural,badminton,school
241998,hobbies,chess,school
241998,others,dance,
402078,sports,"kabaddi,cricket,badminton",school
402078,games,chess,school
402078,cultural,dance,school
402078,hobbies,reading and singing,school
406174,hobbies,drawing,school
241998,sports,dso runner up in football,school
402168,sports,kho-kho,school
402168,cultural,dance,school
402168,hobbies,cricket,
406560,sports,no,
406560,games,nil,
406560,cultural,nil,
406560,hobbies,dancing,
406560,others,nil,
402202,sports,no,
402202,games,no,
402202,cultural,no,
402202,hobbies,no,
402202,others,no,
406188,sports,no,
406188,games,no,
406188,cultural,no,
406188,hobbies,drawing and craft,
406188,others,no,
241998,sports,cricket,school
241998,games,football,school
402064,sports,volleyball,school
402064,hobbies,"painting, elementary and intermediate",state
404004,sports,cricket,school
406008,sports,cricket,school
406008,games,football,school
406070,hobbies,football. cricket basketball,school
406070,others,french olympiad,state
406172,sports,swimming,school
406172,games,football,school
406172,cultural,singing,school
406172,hobbies,drawing,district
404130,sports,chess judo kabbadi kho kho,school
404130,games,carrom dance,school
404130,hobbies,singing dancing badmnton guitar,school
241998,others,attended (school) - army training program at bhosala military school,state
402166,sports,"plays football, badminton, cricket, etc",school
402166,games,martial arts tournament held at st. louis school.,school
402166,cultural,"hosted annual day, took part in dance competitions, etc",school
402166,hobbies,"love technology, reading and writing codes and game development",
241998,sports,kabbadi,district
241998,others,piano keyboard instrument reading,school
384188,sports,school annual sports event,school
384184,sports,cricket,school
384184,games,cricket ,school
384184,hobbies,reading,school
384236,sports,badminton,school
384236,games,chess,school
384236,cultural,dancing,school
384236,hobbies,reading and travelling,school
384236,others,-,school
384102,others,silverzone olympiads ,school
384140,hobbies,drawing and playing ukulele,school
406054,sports,badminton,school
241998,sports,football,school
241998,games,"football,table tennis",school
241998,hobbies,"listening music, reading, video editing",school
241998,sports,volleyball,school
241998,hobbies,dance,school
241998,sports,badminton,district
241998,sports,cricket,school
241998,hobbies,"dancing, make new things/new projects",
384232,sports,swimming,school
404148,sports,football,school
404148,hobbies,"coding, drawing",school
386186,cultural,singing,school
404110,hobbies,drawing,school
404214,sports,,school
404214,games,,school
404214,cultural,,school
404214,hobbies,programming reading books,school
404214,others,,school
386010,cultural,kathak - abgmv,state
386196,hobbies,reading books,school
386196,others,cooking,school
404514,sports,running,school
406510,sports,cricket,school
406510,games,video games,school
406510,hobbies,reading,school
386024,others,science exhibition,district
406516,sports,,school
406516,games,,school
406516,cultural,,school
406516,hobbies,analysis,school
406516,others,,school
406554,games,carrom,state
406554,hobbies,reading ani playing,school
386022,sports,no,school
386022,games,no,school
386022,cultural,no,school
386022,hobbies,financial markets,school
386022,others,no,school
368106,sports,"football, cricket",school
368106,games,"ludo , carrom",school
368106,cultural,like to know about different cultures and languages,school
368106,hobbies,"reading literature, watching documentaries",school
368106,others,playing hide and seek,school
408020,sports,cricket ,school
408020,games,n.a,school
408020,cultural,singing,school
408020,hobbies,drawing and making airplane models  ,school
408020,others,"observing night sky and astronomical events, knowing more about space and rockets , want to be an indian astronaut.",school
241998,others,karate shotokan black belt (1 dan),
428030,sports,relay box-cricket football,school
428030,games,carrom,school
424174,sports,basketball,school
424174,games,athletics,school
424174,hobbies,dancing,school
422072,sports,,
422072,games,,
422072,cultural,,
422072,hobbies,,
422072,others,,
424092,sports,table tennis,district
424092,games,volleyball,school
408102,sports,cricket,school
408102,games,"chess, carrom",school
408102,hobbies,playing piano and learning other musical intstruments,school
426064,sports,cricket,school
424184,sports,cricket,school
424184,games,badminton,school
424184,cultural,tabla,school
422246,hobbies,"sports,trekking,drawing,swimming,acting",
424036,sports,cricket,school
424156,sports,handball,district
424156,games,ball badminton,district
426168,sports,"footballer , cricketer,",school
426168,games,"playing chess,carrom",school
426168,hobbies,playing sports,school
424210,sports,cricket,school
424210,games,football,
424210,hobbies,dancing,school
424210,others,singing,national
241998,sports,swimming,district
422172,sports,swimming,district
422200,sports,"tug of war , football , cricket",school
422200,games,"football , cricket",school
422200,cultural,dance,school
422200,hobbies,"playing outdoor games , reading books, music",school
422158,sports,"handball,badminton,cricket,football",school
422158,hobbies,"acting, drama",
241998,sports,football,district
241998,hobbies,piano,school
241998,sports,rifle shooting,state
241998,games,swimming,
241998,cultural,basket ball,
241998,others,drawing,
424234,sports,badminton,school
241998,sports,football,school
422508,cultural,kathak,district
426536,sports,no,
426536,games,no,
426536,cultural,no,
426536,hobbies,no,
426536,others,no,
426560,sports,,
426560,games,,
426560,cultural,,
426560,hobbies,,
426560,others,,
428528,sports,football,school
428528,games,caroom,school
428528,hobbies,"designing,art",school
241998,sports,football,school
241998,games,"volleyball,cricket,chess",school
241998,cultural,"fancy dress,singing and acting for annual day",school
241998,hobbies,"listening to music,playing guitar",school
241998,others,was a part of scout in school,school
241998,cultural,singing,school
241998,hobbies,poet,school
241998,sports,football district level winner and mayor cup winner multiple times,district
241998,cultural,singing,school
241998,hobbies,poet,school
424522,cultural,singing,school
424522,hobbies,poet,school
430594,sports,kabaddi,school
430594,cultural,dance,school
430594,hobbies,singing,school
430594,others,reading,school
422030,sports,passed elementary and intermediate drawing exams,school
422030,games,won 1st prize in the school music competition (drumming),school
422030,cultural,earned 1st prize for my infant jesus parish band in the vasai diocesan level band mohotsav,school
422030,hobbies,playing & learning music,school
422030,others,learning technology,school
430560,sports,secon prize in tug of war,district
430560,games,second prize in micro project competition,school
430560,cultural,second prize in fashion show,school
430560,hobbies,participations in intercollage techfest - robo race and robo obstacle race,school
241998,sports,basketball,school
241998,games,-,
241998,cultural,singing,school
241998,hobbies,playing the piano,school
241998,others,-,
430520,cultural,paper presentation and poster making,school
241998,hobbies,fine arts,school
241998,cultural,paper presentation and poster making,
424188,sports,basketball,school
424188,cultural,singing,school
424188,hobbies,playing piano,school
241998,hobbies,fine arts,school
422522,sports,dso u12 football winner,
dso u14 football winner,,,
dso u16 football runner up,,,
dso u14 throwball winner,school,,
430556,cultural,tabla vadan,school
428530,sports,"badminton, throwball",state
428530,hobbies,"drawing, reading",
426514,sports,table tennis,district
426514,games,table tennis,district
426514,hobbies,playing games,
426554,others,participation in paper presentation,state
424510,sports,football,school
424516,sports,karate,state
424516,games,cricket,school
422192,sports,drawing elementary,school
424504,hobbies,elocution competition (english) winner,school
424504,others,dance & singing,school
430532,sports,race,school
430532,games,carrom board,school
430532,cultural,rangoli,school
430034,cultural,kathak completed 5 exams,state
430034,hobbies,dancing,state
430590,games,chess,school
430590,cultural,rangoli,school
430590,others,skill competition,district
428536,sports,volleyball,school
428536,cultural,debates and speeches,district
428536,hobbies,rsp parades,school
428536,others,indian classical dance,school
428512,hobbies,"singing, play (acting)",
424502,sports,no,
424502,games,no,
424502,cultural,no,
424502,hobbies,no,
424502,others,no,
430528,sports,cricket,school
430528,games,badminton,
430528,others,travelling,
430568,sports,tug of war,school
426104,sports,no,
426104,games,no,
426104,cultural,no,
426104,hobbies,no,
426104,others,no,
422062,sports,cricket,school
422062,games,"football,volleyball and cricket",school
422062,cultural,,
422062,hobbies,"football,volley ball and cricket",school
422062,others,,
424244,sports,football,school
424244,games,football,district
424244,cultural,volantus,school
424244,hobbies,"reading , poetry",school
430566,sports,basketball,school
430566,games,boxing,
430566,others,cooking,
426142,sports,football,district
426142,hobbies,drawing,district
428532,sports,kabaddi,school
424116,cultural,literary arts(english),school
424116,hobbies,"designing computer games, writing fiction",school
424062,sports,,
424062,games,,
424062,cultural,,
424062,hobbies,"cricket, e-games, travelling",
424062,others,,
424086,cultural,elocution in both marathi and english,school
424086,hobbies,completed master diploma in bharatnatyam through nritya bharti kala kendra in 2020,
424086,others,"completed course in marathi drama through akhil bharatiya natya parishad,borivali (west) in 2017",
422114,sports,football,school
426522,hobbies,"playing carrom, musician",
424070,sports,football,district
424070,hobbies,football,district
424236,cultural,bharatnatyam,school
424242,sports,10th national championship by jujitsu federation of india 2014,
bronze medalist at sai mumbai,,,
represented maharashtra,national,,
424242,games,play for peace 2012 karate championship organised by jujitsu federation india and international organisation for peace and human rights silver medalist,state
424242,cultural,4x winner in mumbai arts society in indian classical music ,
instrument: keyboard,district,,
424242,hobbies,playing piano ,
currently pursuing western music at trinity college london ,,,
division : india,national,,
424242,others,mumbai,school
241998,sports,"football,volleyball,cricket,badminton",school
241998,hobbies,"drawing,sketching",school
424146,hobbies,"drawing , dance",school
424146,others,"middle school , high school scholarship maharashtra state ,",
"elementary , intermediate drawing",state,,
424200,sports,football,school
424200,hobbies,reading,
424200,others,listening to music,
424216,sports,no,national
424216,games,no,
424216,cultural,no,
424216,hobbies,cycling,
424216,others,no,
241998,sports,gold medal in 4x100 relay,school
424060,hobbies,"reading, travelling, drawing",school
241998,sports,"cricket,volleyball",school
241998,games,"running,cycling",school
241998,cultural,"dance,skit",school
241998,hobbies,painting,school
241998,others,mahatama gandhi society of hindi language promotion,state
424168,hobbies,playing cricket and badminton,
424066,sports,"cricket,volleyball",school
424066,games,"running,cycyling",school
424066,cultural,"dancing,skit",school
424066,hobbies,painting,school
424066,others,mahatma gandhi society of hindi language promotion,state
422070,sports,football,school
422070,games,kabaddi,school
422070,cultural,rally for the planet,school
422070,others,mahatma gandhi society of hindi,state
426016,sports,gold medal in 4x100 relay,school
430558,sports,zonal cricket tournament -inter engineering diploma students' sports assocication maharashtra state,district
430558,games,pravin patil college of diploma engineering and technology- micro project,school
430558,cultural,4x400m relay race-2nd runner up,school
430558,hobbies,kabbadi-winner,school
424230,sports,shotokan karate,school
424230,hobbies,drawing,school
424230,others,painting,
241998,sports,roller skating,district
241998,games,chess,school
241998,cultural,dance,school
241998,sports,roller skating,district
241998,games,chess,school
241998,cultural,dance,school
424050,sports,throwball,school
422054,hobbies,dancing,school
422054,others,reading,school
424044,sports,basketball,district
430518,sports,football and table tennis,district
430518,hobbies,reading,school
430578,hobbies,dance,school
424144,sports,handball,district
430552,sports,badminton,state
430552,games,football,national
430552,cultural,debate,school
424524,hobbies,reading,
426524,cultural,co-convenor in prayas 2020 (technical fest),state
426524,hobbies,dance,school
422116,sports,athletics 400m,school
422116,games,800m,
422116,cultural,1600m,
422234,sports,roller skating,district
422234,games,chess,school
422234,cultural,dance,school
428516,sports,football,district
428516,hobbies,football,district
424046,cultural,awarded second prize certificate of excellence in the 'la fiesta' carol singing competition held at mainadevi bajaj international school.,school
424046,others,1. awarded certificate of merit for competing in the school level preliminary round of 'aqua regia - the mega science quiz 2017'.,
2. awarded passing certificate for the 'dr. homi bhabha balvaidnyanik competition 2017-2018'.,,,
3. awarded the certificate of excellence for successfully qualifying for the city finals of 'times nie think and learn challenge 2015-2016'.,school,,
422232,games,"table tennis, chess, carrom",school
422232,cultural,"singing, dancing",school
422232,hobbies,"reading, likes to learn new things",
424226,hobbies,drawing and painting,school
422024,sports,football,school
422024,games,badminton,
422024,cultural,volleyball,
422024,hobbies,cricket,school
426080,games,chess,school
426080,hobbies,sports,
426080,others,reading,
428032,sports,athletics,national
428032,others,participated in various sports/games in school at district / state level,district
241998,sports,cricket,school
241998,games,cricket,school
428012,sports,basketball,district
428012,others,drawing(elementary),school
422118,sports,football,district
422118,games,kho-kho,school
422118,hobbies,guitar,school
422174,sports,"badminton, football",school
424018,sports,played dso in 10th and 11th,district
424080,sports,football,school
424080,games,badminton,
424032,sports,cricket,district
424122,sports,no,
424122,games,no,
424122,cultural,no,
424122,hobbies,swimming,
424122,others,no,
424016,sports,100m race (second place),
draughts (first place),school,,
424016,games,football (bronze medal),district
424016,cultural,dance competition (first place),school
424100,sports,football,school
424100,games,football,school
424100,hobbies,"drawing, playing",school
241998,sports,football,district
241998,games,football,school
241998,cultural,cricket,
241998,hobbies,badminton,
422104,sports,kho kho,school
422104,games,football,school
422104,cultural,dance,school
422104,hobbies,crafting,
422104,others,sketch,
424240,sports,football,school
424240,hobbies,chess,
428010,sports,football,district
428010,games,cricket footall badminton,school
422240,sports,"cricket,running,kho-kho",school
422240,games,cricket,school
422240,cultural,no,
422240,hobbies,reading,school
422240,others,no,
241998,hobbies,collage making,school
241998,others,handwriting compitation,school
424190,sports,running,school
424190,games,running,district
424054,sports,athletics - 100m sprint,district
424054,games,relay,
badminton,,,
424054,hobbies,dance,
424054,others,dance,
badminton,,,
422126,sports,,
422126,games,,
422126,cultural,,
422126,hobbies,collage making,school
422126,others,handwriting compitation,school
424178,others,pcm scholarship,
essay writing competition,school,,
428018,hobbies,cricket,school
428024,sports,football,school
428024,games,running,school
428024,cultural,singing,school
428024,hobbies,"dancing,singing",school
422008,sports,football,school
422008,hobbies,dancing,school
422008,others,singing,
424238,sports,"chess,carrom,football",school
424238,games,chess,school
241998,sports,football,school
422076,sports,football,school
422076,games,table tennis,school
422076,cultural,badmiton,school
424008,sports,applied for all india maths science olympiad,school
424008,games,handwriting competition,school
424008,cultural,ken ken quis game,state
424008,hobbies,group carol singing competition,school
422182,sports,"discus throw, chess",school
422182,hobbies,"drawing ,singing,playing games",school
424138,sports,football,school
430582,cultural,solar smart grid and automation using arduino workshop (2nd rank),
circuit making competition (3rd rank),school,,
430582,hobbies,designing in autocad,school
430582,others,making projects using arduino and electronic components,national
426170,hobbies,trekking,state
426170,others,elocution,district
424082,hobbies,sanskrit study,school
424192,sports,running,school
424192,games,football,district
424192,hobbies,singing,school
241998,sports,football,school
426110,sports,football player for st. francis school,state
426110,others,cricket for club and karate black belt dan 2,
422140,sports,table tennis,school
422140,games,relay,
422140,cultural,slow cycling,
241998,sports,volleyball,district
241998,cultural,singing,
241998,hobbies,table tennis,school
422082,sports,tennis,school
422082,games,cricket,school
408010,hobbies,filmmaking,school
408002,sports,i like play outdoor games.,school
408002,games,i have won a memory competition.,school
408002,cultural,not have any achievement,school
408002,hobbies,not have any achievement,school
408002,others,no ,school
408012,sports,athletics,school
388074,others,robotics,national
388044,sports,football,school
388044,games,chess,school
388044,cultural,speech,school
388044,hobbies,reading,district
388044,others,swimming,school
388086,sports,-,school
388086,games,-,school
388086,cultural,-,school
388086,hobbies,-,school
388086,others,"playing guitar, reading books",school
368050,hobbies,dancing ,school
388106,sports,cricket,school
388106,games,monopoly,school
388106,hobbies,"watching documentaries, listening music, playing cricket",school
388106,others,current politics and economy,school
426174,sports,,
426174,games,,
426174,cultural,,
426174,hobbies,dance,school
368066,hobbies,competitive programing,national
408046,sports,kabaddi,district
408046,games,kabaddi,district
408046,hobbies,adventure,district
388014,sports,cricket and football ,school
388014,games,badminton and online games ,school
388014,sports,cricket and football ,school
388014,games,badminton and online games ,school
388014,hobbies,"games, comics",school
424076,sports,"badminton, dodge ball",school
424076,games,chess,school
424076,cultural,annual functons,school
424076,hobbies,"sketching, singing",school
424214,sports,played football in school for 2 years for st. francis d'assisi high school,school
241998,sports,swimming,school
426014,sports,diploma in shotokan karate by world funakoskhi shotokan karate oraganisation.,national
424128,sports,athletics,district
424128,hobbies,rangoli making,school
370048,hobbies,dance,state
370048,others,drawing,state
424520,sports,no,
424520,games,no,
424520,cultural,no,
424520,hobbies,football,
370076,games,call of duty,school
426526,cultural,-,
426526,hobbies,painting,school
426526,others,engineering projects,district
241998,sports,"cricket,kabbadi,vollyball",school
241998,hobbies,athlatic,school
241998,others,weight lifter,school
430536,sports,cricket and football,school
430536,games,chess,school
430550,sports,karate,district
430550,games,football,school
430550,cultural,dance,school
430512,sports,none,
430512,games,none,
430512,cultural,none,
430512,hobbies,none,
430512,others,none,
241998,sports,cricket,school
241998,games,kabbadi,district
241998,hobbies,reading and writing,school
241998,others,singing,school
428524,sports,no,
428524,games,no,
428524,cultural,no,
428524,hobbies,no,
428524,others,no,
426548,games,chess,
college level,,,
426548,hobbies,poem writing ,
chess,,,
370046,cultural,iris,district
426564,sports,valley ball,school
426564,games,carrom,school
426564,cultural,dance,school
426564,hobbies,cricket,school
241998,hobbies,poster making competition,
slogan writing competition,,,
quiz competition,,,
essay writing competition,,,
.etc,school,,
370024,sports,cricket,school
370024,cultural,-,school
370024,hobbies,"reading, playing",school
370012,hobbies,reading ,school
390512,sports,,school
390512,games,,school
390512,cultural,,school
390512,hobbies,,school
390512,others,no ne,school
390508,sports,"cricket, football, running",school
430544,sports,cricket,district
430544,games,kabaddi,district
430544,hobbies,"reading , gaming",school
390522,sports,footballcricket,school
390522,games,indoor gamescarrom,school
426556,sports,badminton,
410544,sports,volley ballcricket,school
410544,games,carrom,school
410544,cultural,exam compitition,school
410034,sports,swimming,school
410034,games,chess,district
422514,sports,state level winner in chess tournament organized by iedssa,state
422514,games,volleyball winner,school
422514,cultural,winner of singing competition,school
422514,hobbies,swimming,
410550,sports,football,school
410550,games,quiz,school
410550,cultural,,school
410550,hobbies,,school
410550,others,,school
430584,sports,kabbadi,school
430516,sports,n.a.,
430516,games,n.a.,
430516,cultural,n.a.,
430516,hobbies,drawings,
430516,others,badminton,school
424506,sports,football captain,school
424506,games,football,school
424506,cultural,dance,school
424506,hobbies,playing,school
426546,sports,no,
426546,games,,
426546,cultural,no,
426546,hobbies,cricket,
426546,others,,
241998,sports,roller skating,district
241998,games,roller skating,district
410030,sports,kabaddi,school
410030,hobbies,sketching,school
428520,sports,relay race gold medal,school
428520,games,discuss throw silver medal,school
424514,sports,first prize in badminton,school
424514,hobbies,gold medal in handwriting competition,school
430546,sports,black belt in karate,national
430546,games,vollyball,school
430546,cultural,event organised,state
426518,sports,kabadi,
426518,games,none,
426518,cultural,none,
426518,hobbies,make electronics hardware,
241998,sports,football,school
428518,sports,no,
428518,games,no,
428518,cultural,no,
428518,hobbies,no,
428518,others,no,
422242,sports,cricket,school
422242,games,"football,badminton",
422242,hobbies,sports,
428504,sports,cricket,school
428504,games,batminton,school
428506,sports,vollyball,district
428506,games,cricket,district
428506,cultural,carrom,
430548,sports,"criketer,batminton",district
430548,games,i am a zonal level batminton player .currently i am playing indian national corporate leauge selected for dubai tournament.,state
430548,cultural,"cultural activities like drama ,quize ,dance,sport.",school
430548,hobbies,playing cricket .,school
428534,sports,football tournament,school
430570,sports,cricket,school
430570,games,-,
430570,cultural,-,
430570,hobbies,-,
430570,others,-,
426580,sports,volleyball,school
426580,games,football,school
426580,cultural,volleyball,
241998,games,chess,
241998,hobbies,football,
422034,sports,football,school
422034,games,cricket,school
422034,cultural,chess,
422034,others,editing,
422226,others,achieved 3rd rank in interschool science exhibition in pward,school
424042,sports,badminton,district
241998,cultural,"can play the guitar,piano and bass.",school
428026,others,guitar completed elementary junior diploma,
422122,sports,"volleyball,throw ball,lagori",school
422122,hobbies,reading,
422018,sports,valloy ball,school
422018,others,"passed total six year of bharatnatyam, performace of bharatnatyam dance at international classical dance festival 2019 at jalgaon.",
430036,sports,no,
430036,games,no,
430036,cultural,no,
430036,hobbies,no,
430036,others,no,
422212,sports,"100m, 200m champion",school
422212,games,football,school
426534,sports,basket ball,school
426534,games,kabbadi,school
426534,cultural,speech competition,school
426534,hobbies,"travelling,craft,reading",school
426534,others,-,
426044,games,badminton,school
426044,cultural,skating,school
426044,hobbies,skits regarding social awareness,
426044,others,debates,
422136,sports,running,school
426562,hobbies,"sketching,reading",school
424056,hobbies,painting and skating,
422020,sports,volleyball,school
241998,sports,cricket,school
424072,hobbies,"guitar, keyboard, art, reading",school
424072,others,debate competition,district
422166,sports,badminton,district
422166,games,football,school
422166,cultural,organised navratri for classes,school
241998,sports,basketball team 2nd place,school
241998,hobbies,"playing guitar, singing",
241998,others,won march past twice in atheline,school
422108,cultural,2nd prize in r-ward musical instrumental competition,school
422108,hobbies,"music, cricket",
426184,sports,football,school
426184,games,"chess, football",district
426184,hobbies,sports,school
426128,sports,-,
426128,games,-,
426128,cultural,-,
426128,hobbies,-,
426128,others,-,
426078,hobbies,reading,school
426060,sports,football,school
426060,hobbies,"tabla, guitar",school
426060,others,abacus,state
422198,sports,cricket and football,school
422198,games,cricket and football,school
422198,hobbies,sports and art,school
426162,sports,football,school
426162,games,table tennis,school
426162,cultural,tabla,school
426162,hobbies,dance,school
422184,cultural,indian classical music (vocal and harmonium 4 exams each),district
422184,hobbies,drawing (appeared for elementary and intermediate drawing grade exams with an 'a' grade in both),state
422184,others,"participated in multiple music, drawing and skit competitions in the solo and group categories",school
426040,sports,running,school
426068,sports,cricket,school
426068,games,chess,school
426068,hobbies,reading books,school
424250,sports,football,school
241998,sports,,
241998,games,,
241998,cultural,,
241998,hobbies,,
241998,others,,
422052,sports,,
422052,games,,
422052,cultural,,
422052,hobbies,,
422052,others,,
241998,hobbies,drawing competition,school
241998,others,maths competition and vedic maths,national
426136,sports,cricket,school
426136,games,carom,school
426136,cultural,dance,school
426136,hobbies,painting,school
241998,sports,shotokan karate- black belt (second degree),
426050,sports,no,
426050,games,no,
426050,cultural,no,
426050,hobbies,no,
426050,others,no,
426134,games,badminton,school
426134,hobbies,drawing,school
426192,sports,"i win medals in race, kho-kho, kabaddi.",school
426192,games,carrom,school
426192,cultural,dancing,school
426192,hobbies,play cricket,school
426192,others,i participated all competitions in school,school
241998,sports,hockey,school
430004,sports,athletics,state
426028,hobbies,playing cricket,
426028,others,reading books,
424172,sports,no,
424172,games,no,
424172,cultural,no,
424172,hobbies,reading,school
424172,others,no,
422210,sports,football,school
422210,games,cricket,school
422210,hobbies,drawing,district
